"Curso","Asignatura","Codigo","Fisico","Online","Creditos","Tipo","Departamento","Vigencia","Cod Plan","Titulacion","Cod Centro","Centro","Annyo","Fecha"
"3","Derecho Internacional Público","2290031","SI","SI","","OBLIGATORIA","","","229","Doble Grado en Derecho y en Finanzas y Contabilidad","20","Facultad de Derecho","Curso 2023-24","20231207"
"1","Seguridad y Salud en Trabajos de Reparación. Gestión de Riesgos y Siniestros","50400010","NO","NO","","OPTATIVA","","","M040","Máster Universitario en Peritación y Reparación de Edificios","15","E.T.S. de Arquitectura","Curso 2012-13","N"
"4","Diseño de Experimentos","1960025","SI","SI","","OBLIGATORIA","","","196","Grado en Estadística","17","Facultad de Matemáticas","Curso 2022-23","20191213"
"1","Sociedad, Familia y Educación","51760025","SI","SI","","OBLIGATORIA","","","M176","Doble M.U. Profesorado Educ.Secund.Oblig.y Bach, FP y EI y en Matemáticas","302","Escuela Internacional de Posgrado","Curso 2022-23","20200212"
"3","Procesadores de Lenguajes","2060022","SI","SI","","OPTATIVA","","","206","Grado en Ingeniería Informática-Tecnologías Informáticas","3","E.T.S. Ingeniería Informática","Curso 2021-22","N"
"3","Historia de la Filosofía Contemporánea","2500041","","","","OBLIGATORIA","","","250","Doble Grado en Derecho y en Filosofía","12","Facultad de Filosofía","",""
"3","Biología Molecular de Sistemas","2240028","SI","SI","","OBLIGATORIA","","","224","Grado en Bioquímica por la Universidad de Sevilla y Universidad de Málaga","5","Facultad de Biología","Curso 2023-24","20240528"
"1","Emprendimiento, Innovación y Empresas de Base Tecnológica","51360019","SI","SI","","OPTATIVA","","","M136","Máster Universitario en Biología Avanzada: Investigación y Aplicación","5","Facultad de Biología","Curso 2023-24","20240528"
"1","Biotecnología Microbiana","51360038","SI","SI","","OPTATIVA","","","M136","Máster Universitario en Biología Avanzada: Investigación y Aplicación","5","Facultad de Biología","Curso 2023-24","20240528"
"2","Psicología del Desarrollo en la Infancia","1760019","SI","SI","","OBLIGATORIA","","","176","Grado en Psicología","13","Facultad de Psicología","Curso 2021-22","20211004"
"3","Ética Médica","1720023","SI","SI","","OBLIGATORIA","","","172","Grado en Medicina","14","Facultad de Medicina","Curso 2021-22","20211215"
"1","La Gestión de Hábitos Físico-Deportivos en las Personas Adultas y Mayores","50490015","SI","SI","","OPTATIVA","","","M049","Máster Univers. en Actividad Física y Calidad de Vida de Personas Adul","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"2","Contabilidad para la Dirección Comercial","1800012","SI","SI","","OBLIGATORIA","","","180","Grado en Marketing e Investigación de Mercados","1","Facultad de CC. Económ. y Empresariales","Curso 2022-23","20230113"
"2","Derecho Penal. Parte Especial I","1860021","SI","SI","","OBLIGATORIA","","","186","Doble Grado en Administración y Dirección de Empresas y en Derecho","20","Facultad de Derecho","Curso 2023-24","20231123"
"1","Didáctica General","2380002","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","238","Doble Grado en Educación Primaria y Estudios Franceses","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200421"
"5","Historia Social de la Lengua Francesa","2380049","SI","SI","","OBLIGATORIA","","","238","Doble Grado en Educación Primaria y Estudios Franceses","16","Facultad de Filología","Curso 2019-20","20200512"
"4","Medio Ambiente y Meteorología","2400076","SI","SI","","OPTATIVA","","","240","Doble Grado en Física y Matemáticas","6","Facultad de Física","Curso 2023-24","20240425"
"1","Sistemas de Información y Gestión del Conocimiento","50850007","SI","SI","","OBLIGATORIA","","","M085","Máster Universitario en Gestión Estratégica y Negocios Internacionales","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240229"
"1","Literatura (Árabe)","2590022","","","","TRONCAL / FORMACIÓN BÁSICA","","","259","Grado en Lenguas Modernas, Literaturas y Culturas","16","Facultad de Filología","",""
"1","Tecnología para el Conocimiento y Gestión por Imagen de los Bienes Culturales","52160025","SI","SI","","OBLIGATORIA","","","M216","Máster Universitario en Conservación de Bienes Culturales (US-UHU)","21","Facultad de Bellas Artes","Curso 2023-24","20231027"
"4","Complementos de Transporte y Servicios Urbanos (CC, HL)","2250073","SI","SI","","OPTATIVA","","","225","Grado en Ingeniería Civil","45","E.T.S. de Ingeniería","Curso 2023-24","20231130"
"1","Empresa","2270006","","","","TRONCAL / FORMACIÓN BÁSICA","","","227","Grado en Ingeniería de Organización Industrial por la U. Málaga y U.Sevilla","45","E.T.S. de Ingeniería","",""
"1","Matemáticas I","2090004","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","209","Grado en Ingeniería Química Industrial","23","Escuela Politécnica Superior","Curso 2023-24","20231005"
"2","Física II: Fundamentos de las Instalaciones","2440017","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","244","Grado en Edificación","98","E.T.S. de Ingeniería de Edificación","Curso 2019-20","20191216"
"1","Matemática Aplicada a la Edificación II","2440009","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","244","Grado en Edificación","98","E.T.S. de Ingeniería de Edificación","Curso 2017-18","20171010"
"4","Ingeniería de los Materiales II","2140042","SI","NO","","OBLIGATORIA","","","214","Doble Grado en Ing.en Diseño Ind.y Desarrollo del Producto e Ing. Mecánica","23","Escuela Politécnica Superior","Curso 2023-24","20231011"
"3","Comunicaciones Digitales Avanzadas","1990030","SI","SI","","OPTATIVA","","","199","Grado en Ingeniería de las Tecnologías de Telecomunicación","45","E.T.S. de Ingeniería","Curso 2023-24","20240116"
"2","Biorrefinerías","51930032","SI","SI","","OPTATIVA","","","M193","Doble M.U. en Ingeniería Industrial y en Ingeniería Ambiental","45","E.T.S. de Ingeniería","Curso 2021-22","20220217"
"1","Investigación y Desarrollo de Fármacos","52180028","","","","OPTATIVA","","","M218","Máster Universitario en Especialización Profesional en Farmacia (2023)","19","Facultad de Farmacia","",""
"2","Topología","1710007","SI","SI","","OBLIGATORIA","","","171","Grado en Matemáticas","17","Facultad de Matemáticas","Curso 2022-23","20211118"
"4","Análisis Funcional y Ecuaciones en Derivadas Parciales","1710034","SI","SI","","OPTATIVA","","","171","Grado en Matemáticas","17","Facultad de Matemáticas","Curso 2022-23","20191213"
"3","Biogeografía Aplicada","2570030","","","","OPTATIVA","","","257","Doble Grado en Geografía y Gestión del Territorio e Historia (2024)","4","Facultad de Geografía e Historia","",""
"3","Derecho del Trabajo","1510022","SI","SI","","OBLIGATORIA","","","151","Grado en Administración y Dirección de Empresas","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240418"
"1","Interpretación en Arqueología","50500003","SI","NO","","OBLIGATORIA","","","M050","Máster Universitario en Arqueología por la U.de Sevilla y U.de Granada","4","Facultad de Geografía e Historia","Curso 2012-13","N"
"3","Balonmano II. Fundamentos Avanzados y su Enseñanza","2450037","SI","NO","","OPTATIVA","","","245","Doble Grado en Fisioterapia y Ciencias de la Actividad Física y del Deporte","18","Facultad de Ciencias de la Educación","Curso 2021-22","20211215"
"1","Literatura Hispanoamericana I (De la Colonia al Modernismo)","1590014","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","159","Grado en Filología Hispánica","16","Facultad de Filología","Curso 2019-20","20200518"
"1","Andalucía y América: Intercambios Sociales, Económicos Culturales","51030021","SI","SI","","OPTATIVA","","","M103","Máster Unv.en Patrimonio Artístico Andaluz y su Proyección Iberoamericana","4","Facultad de Geografía e Historia","Curso 2019-20","20200526"
"1","Gestión y Desarrollo de Recursos Humanos en Contextos Internacionales","51870008","NO","NO","","OBLIGATORIA","","","M187","Máster Universitario en Ciencias del Trabajo","8","Facultad de Ciencias del Trabajo","",""
"3","Arquitectura y Ciudad en Asia Oriental","2190029","SI","SI","","OPTATIVA","","","219","Grado en Estudios de Asia Oriental por la Unv.de Sevilla y la Unv.de Málaga","12","Facultad de Filosofía","Curso 2021-22","20201107"
"1","Historia de la Filosofía Antigua","2500007","","NO","","TRONCAL / FORMACIÓN BÁSICA","","","250","Doble Grado en Derecho y en Filosofía","12","Facultad de Filosofía","Curso 2020-21","20201005"
"1","Física II","2260008","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","226","Grado en Ingeniería de la Salud por la Univ. de Málaga y la Univ.de Sevilla","3","E.T.S. Ingeniería Informática","Curso 2021-22","20211215"
"5","Ecuaciones en Derivadas Parciales","2470048","SI","","","OPTATIVA","","","247","Doble Grado Ingeniería Informática-Tecnologías Informáticas y Matemáticas","17","Facultad de Matemáticas","Curso 2022-23",""
"3","Bioquímica, Biotecnología y Sociedad","2240030","NO","NO","","OBLIGATORIA","","","224","Grado en Bioquímica por la Universidad de Sevilla y Universidad de Málaga","5","Facultad de Biología","Curso 2023-24","20240528"
"1","Métodos Cuantitativos y Deterioro Cognitivo","50730012","SI","SI","","OPTATIVA","","","M073","Máster Universitario en Estudios Avanzados en Cerebro y Conducta","13","Facultad de Psicología","Curso 2021-22","20201108"
"1","Razonamiento Automático","50950005","SI","SI","","OPTATIVA","","","M095","Máster Universitario en Lógica, Computación e Inteligencia Artificial","3","E.T.S. Ingeniería Informática","Curso 2021-22","20151013"
"4","Arqueología Histórica II","1660036","SI","NO","","OPTATIVA","","","166","Grado en Historia","4","Facultad de Geografía e Historia","Curso 2015-16","20160408"
"2","Historia Económica II","2340021","SI","SI","","OBLIGATORIA","","","234","Doble Grado en Derecho y en Economía","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240214"
"4","Farmacología y Farmacoterapia II","1580045","SI","SI","","OBLIGATORIA","","","158","Grado en Farmacia","19","Facultad de Farmacia","Curso 2023-24","20240219"
"1","Depósito de Bienes Culturales","52160004","SI","SI","","OPTATIVA","","","M216","Máster Universitario en Conservación de Bienes Culturales (US-UHU)","21","Facultad de Bellas Artes","Curso 2023-24","20231027"
"2","Emprendimiento","51430027","SI","SI","","OBLIGATORIA","","","M143","Máster Universitario en Ingeniería Aeronáutica","45","E.T.S. de Ingeniería","Curso 2023-24","20231026"
"2","Óptica Fisiológica","2230015","SI","NO","","OBLIGATORIA","","","223","Grado en Óptica y Optometría","19","Facultad de Farmacia","Curso 2023-24","20240219"
"1","Matemáticas I","2070004","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","207","Grado en Ingeniería Mecánica","23","Escuela Politécnica Superior","Curso 2023-24","20231003"
"3","Organización y Gestión de Empresas","2030031","SI","SI","","OBLIGATORIA","","","203","Grado en Ingeniería de Tecnologías Industriales","45","E.T.S. de Ingeniería","Curso 2023-24","20230928"
"1","Temas Avanzados de Física (SDP)","52000031","","","","OPTATIVA","","","M200","M.U. Erasmus Mundus en Física Nuclear (USE-UAM-UCM-UB-UCBN-SDP-SCAT)","302","Escuela Internacional de Posgrado","",""
"1","Sistemas Integrados de Fabricación","51980026","SI","SI","","OBLIGATORIA","","","M198","Doble M.U. en Ingeniería Industrial y en Sistemas de Energía Térmica","45","E.T.S. de Ingeniería","Curso 2023-24","20231103"
"1","Estudio Avanzado de la Estructura de las Lenguas","51370027","SI","SI","","OPTATIVA","","","M137","Máster Universitario en Estudios Lingüísticos, Literarios y Culturales","16","Facultad de Filología","Curso 2016-17","20161025"
"1","Fonética Experimental, Prosodia y Entonación del Español","52120008","","","","OPTATIVA","","","M212","Doble M.U en Prof. ESO y Bachillerato, FP y EI y Est. Hispánicos Superiores","16","Facultad de Filología","",""
"1","Fundamentos de Contabilidad","2600005","","","","TRONCAL / FORMACIÓN BÁSICA","","","260","Grado en Turismo (2024)","7","Facultad de Turismo y Finanzas","",""
"2","Acodicionamiento e Instalaciones 1","2330016","SI","SI","","OBLIGATORIA","","","233","Grado en Fundamentos de Arquitectura","15","E.T.S. de Arquitectura","Curso 2023-24","20240313"
"1","Introducción a la Investigación en Comunicación","52070006","","","","OBLIGATORIA","","","M207","Máster Universitario en Comunicación y Cultura (2023)","2","Facultad de Comunicación","",""
"4","Robótica y Automatización","2040043","SI","SI","","OPTATIVA","","","204","Grado en Ingeniería Informática-Ingeniería de Computadores","3","E.T.S. Ingeniería Informática","Curso 2021-22","20151013"
"1","Instituciones de Roma II: el Imperio Romano","51350020","SI","SI","","OPTATIVA","","","M135","Máster Universitario en Estudios Históricos Avanzados","4","Facultad de Geografía e Historia","Curso 2019-20","20200525"
"4","Curso Monográfico de Literatura Italiana: desde el Siglo XIII hasta el Siglo XVIII","1810062","SI","NO","","OPTATIVA","","","181","Grado en Estudios Árabes e Islámicos","16","Facultad de Filología","N",""
"2","Arquitectura de Computadores","2050015","SI","SI","","OBLIGATORIA","","","205","Grado en Ingeniería Informática-Ingeniería del Software","3","E.T.S. Ingeniería Informática","Curso 2021-22","N"
"1","Metodología Investigadora","51720005","SI","NO","","OBLIGATORIA","","","M172","Máster Universitario en Odontología Restauradora, Estética y Funcional","10","Facultad de Odontología","Curso 2021-22","20211215"
"3","Programación Declarativa","2060023","SI","SI","","OPTATIVA","","","206","Grado en Ingeniería Informática-Tecnologías Informáticas","3","E.T.S. Ingeniería Informática","Curso 2021-22","N"
"4","Literatura Francesa Comparada","1820047","SI","SI","","OPTATIVA","","","182","Grado en Estudios Franceses","16","Facultad de Filología","Curso 2012-13","N"
"4","Fruticultura (HJ) (GIA)","2460040","SI","SI","","OPTATIVA","","","246","Doble Grado en Ingeniería Agrícola (US) y Grado Ciencias Ambientales (UPO)","9","E.T.S. de Ingeniería Agronómica","Curso 2023-24","20231218"
"4","Análisis Funcional","2470040","SI","","","OPTATIVA","","","247","Doble Grado Ingeniería Informática-Tecnologías Informáticas y Matemáticas","17","Facultad de Matemáticas","Curso 2022-23",""
"3","Sanidad Vegetal (GIA)","2460036","SI","SI","","OBLIGATORIA","","","246","Doble Grado en Ingeniería Agrícola (US) y Grado Ciencias Ambientales (UPO)","9","E.T.S. de Ingeniería Agronómica","Curso 2023-24","20231218"
"1","Aplicaciones Reales de Modelos Bioinspirados","50950018","SI","SI","","OPTATIVA","","","M095","Máster Universitario en Lógica, Computación e Inteligencia Artificial","3","E.T.S. Ingeniería Informática","Curso 2021-22",""
"1","Familia y Violencia contra la Mujer","51890010","SI","SI","","OPTATIVA","","","M189","Máster Universitario en Intervención y Mediación Familiar (2019)","13","Facultad de Psicología","Curso 2021-22","20201107"
"2","Lengua Alemana B1.2","1850058","NO","NO","","OBLIGATORIA","","","185","Grado en Lengua y Literatura Alemanas","16","Facultad de Filología","N","N"
"3","Lengua Italiana B2.1","1850063","NO","NO","","OPTATIVA","","","185","Grado en Lengua y Literatura Alemanas","16","Facultad de Filología","N","N"
"5","Imaginarios Míticos en la Cultura Francesa","2380050","SI","NO","","OPTATIVA","","","238","Doble Grado en Educación Primaria y Estudios Franceses","16","Facultad de Filología","Curso 2019-20","20200421"
